Claim_ID,Claim_Amount,Policy_Limit,Claim_Type,Customer_Tenure,Customer_Score,Legal_Cost_Predicted,Litigation_Risk,Churn_Risk,Outcome,Recommended_Action,Actual_Settlement
C100988,14111,22920,Travel,17,0.31,5676,0.85,0.47,Won,Settle,12164
C100989,43110,111194,Travel,3,0.04,4572,0.57,0.02,Settled,Mediate,27789
C100990,21389,80315,Home,15,0.59,8915,0.76,0.61,Won,Settle,17141
C100991,46427,99561,Medical,4,0.4,7033,0.65,0.57,Settled,Settle,40386
C100992,84579,28946,Medical,4,0.97,9788,0.15,0.3,Settled,Litigate,28211
C100993,33746,114242,Liability,18,0.54,17689,0.68,0.05,Settled,Mediate,23885
C100994,92886,65500,Auto,17,0.28,13452,0.28,0.61,Settled,Settle,82947
C100995,5117,36309,Medical,19,0.71,23598,0.59,0.76,Won,Settle,4641
C100996,89471,75230,Auto,11,0.27,6712,0.34,0.2,Won,Mediate,50075
C100997,18234,118656,Travel,3,0.9,2066,0.9,0.27,Won,Settle,16854
C100998,58441,50027,Auto,8,0.37,17855,0.27,0.16,Settled,Litigate,36705
C100999,5846,92541,Travel,14,0.55,14478,0.29,0.47,Won,Litigate,4331
